htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
uc2.ark+=13960=t9q23sr5d,7658858,41286655,,"Fitzmaurice, Edmond George Petty-Fitzmaurice,",Dublin;Maunsel;1914.,1914,ie ,,,Moonlighter,0.87,75,80,1.0, ,1914,    ,1914
uc2.ark+=13960=t9q23vf6p,7677777,9159081,,"Adams, Arthur Henry,","Sydney;William Brooks & Co.;1914, c1912.",1914,at ,,,Three plays for the Australian stage,0.92,136,148,1.0, ,1914,1912,1914
uc2.ark+=13960=t9r20td41,6504825,413592,PS634.W5,,New York;B.W. Huebsch;1914.,1914,nyu,,Collections;Drama,Wisconsin plays,0.73,95,204,0.999,s,1914,    ,1914
uc2.ark+=13960=t9r214381,559462,4340552,,"Buckingham, George Villiers,",Stratford-upon-Avon;The Shakespeare head press;1914.,1914,enk,,,The rehearsal,0.71,116,216,1.0,r,1914,1675,1914
uiug.30112032535681,1500597,1701912,,"Viereck, Henry Lorenz,",Washington;Govt. print. off.;1914.,1914,dcu,v.83(1914),Ichneumonidae,Type species of the genera of ichneumon flies,0.82,146,196,0.98,s,1914,    ,1914
uiuo.ark+=13960=t76t0z712,11696299,28108072,,"Schnitzler, Arthur,",London;Gowans and Gray;1914.,1914,enk,,,Gallant Cassian,0.7,30,47,1.0,s,1914,    ,1914
uiuo.ark+=13960=t9h41tn9g,8652808,6724774,,"Stevens, Thomas Wood,","Belleville, Ill.;s.n.;1914.",1914,ilu,,History;Madison County (Ill.);Drama;Belleville;Illinois;Pageants,The book of words of St. Clair County pageant,0.79,71,124,0.995,s,1914,    ,1914
umn.31951002185324r,11678641,58896937,PS3543.I3D3 1912,"Gibson, Wilfrid Wilson,",New York;The Macmillan company;1914.,1914,nyu,,,"Daily bread, in three books",0.71,123,200,0.999,s,1914,    ,1914
uva.x000179718,6056939,1828591,PR274.H4,"Shakespeare, William,",New York;Hearst's International Library Co.;c1914,1914,nyu,V.4,,The complete works of William Shakespeare,0.82,567,804,1.0,s,1914,    ,1914
uva.x000444067,9775024,4293898,PG3452.S34E5,"Andreyev, Leonid,","Boston;Little, Brown and company;1917",1914,nyu,,,Savva [and],0.83,204,262,1.0,s,1914,    ,1917
uva.x030000301,9790378,18623289,,"Dunsany, Edward John Moreton Drax Plunkett,","Boston;Little, Brown;1920, c1914.",1914,mau,,,Five plays,0.88,114,140,0.998,t,1920,1914,1920
uva.x030153975,9775276,5502998,PR2808.A2N6,"Shakespeare, William,",Richmond;Atlanta [etc.;B. F. Johnson publishing company;c1914,1914,vau,,,Shakespeare's tragedy of Julius Caesar,0.79,105,174,0.996,s,1914,    ,1914
uva.x030788346,1373921,577819,PS3537.H62R6 1914,"Sheldon, Edward,",New York;The Macmillan company;1914.,1914,nyu,,,Romance,0.84,231,268,0.996,s,1914,    ,1914
wu.89000614149,161516,1833746,PR6015.O78 1914,"Houghton, Stanley,",London;Constable and co. ltd.;1914.,1914,enk,1,,The works of Stanley Houghton;,0.84,261,338,1.0,s,1914,    ,1914
wu.89000614156,161516,1833746,PR6015.O78 1914,"Houghton, Stanley,",London;Constable and co. ltd.;1914.,1914,enk,2,,The works of Stanley Houghton;,0.88,278,304,1.0,s,1914,    ,1914
wu.89001277813,11984504,1033141,,,London;Chapman & Hall;1914.,1914,xx ,,"1812-1870;mystery of Edwin Drood;Dickens, Charles",Trial of John Jasper for the murder of Edwin Drood,0.77,56,98,1.0,s,1914,    ,1914
wu.89001915925,7687561,5146130,,"Dunsany, Edward John Moreton Drax Plunkett,","Boston;Little, Brown;1916, c1914.",1914,mau,,,Five plays,0.85,104,140,0.998,t,1916,1914,1916
wu.89047341029,5798611,3551228,PS3503.U62B4 1914,"Burkett, Charles William,",New York;Orange Judd;1914.,1914,nyu,,,Between two lives;,0.67,49,70,1.0,s,1914,    ,1914
wu.89055671168,9183467,9139846,,"Marlowe, Christopher,",London;Tudor Facsimile Texts;1914.,1914,enk,,Germany;Magicians;Drama;Faust;-approximately 1540,Tragicall history of D. Faustus,0.66,65,134,0.977,r,1914,1604,1914
wu.89059500496,3870944,7571013,,"Molière,",New York;S. French;c1914.,1914,nyu,,,The doctor in spite of himself,0.78,28,40,0.998,s,1914,    ,1914
wu.89059503649,11725246,10947974,,"Plautus, Titus Maccius.",New York;S. French;c1914.,1914,nyu,,,The twins,0.76,33,52,0.998,s,1914,    ,1914
wu.89100299288,9183529,5297226,,"MacKaye, Percy,",New York;London;Samuel French;c1914,1914,nyu,,,A thousand years ago,0.82,125,160,0.999,s,1914,    ,1914
wu.89100332659,7659408,2117147,PS1764.G282,"Greene, Clay Meredith,",New York;Doran;c1914,1914,xx ,,,The dispensation,0.84,90,106,1.0,s,1914,    ,1914
wu.89112154430,11726189,30125480,,"Andreyev, Leonid,",New York;Albert and Charles Boni;1914.,1914,nyu,,,Love of one's neighbor,0.7,36,54,0.996,s,1914,    ,1914
chi.102242609,10845417,82851479,,,Washington;Govt. Print. Off.;1915-1916.,1915,dcu,c.1 v.1,,"Hearings of the International Joint Commission on the reference by the United States and Canada in re levels of the Lake of the Woods and its tributary waters and their future regulation and control being further public hearings at International Falls and Warroad, Minn., and Kenora, Ontario, September 7-14, 1915",0.76,317,526,1.0,m,1915,1916,1915-1916
coo.31924021978485,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.1,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.89,555,648,0.999,s,1915,    ,1915
coo.31924021978493,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.2,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.9,665,752,0.999,s,1915,    ,1915
coo.31924021978501,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.3,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.92,656,698,1.0,s,1915,    ,1915
coo.31924021978519,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.4,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.91,624,702,0.999,s,1915,    ,1915
ien.35556023717317,11922360,32917686,,"Middleton, Thomas,",New York;Cincinnati;American Book Company;c1915,1915,nyu,,,Thomas Middleton,0.85,339,432,0.999,s,1915,    ,1915
inu.30000001243983,6058643,3343297,,"Sheridan, Richard Brinsley,",Boston;W. H. Baker;1915.,1915,mau,,,The school for scandal,0.84,86,106,1.0,s,1915,    ,1915
inu.30000006606416,6058462,19948628,,"Behn, Aphra,",London;W. Heinemann;Stratford-on-Avon;A.H. Bullen;1915.,1915,enk,v.2,,The works of Aphra Behn,0.86,399,466,0.999,s,1915,    ,1915
inu.30000006606424,6058462,19948628,,"Behn, Aphra,",London;W. Heinemann;Stratford-on-Avon;A.H. Bullen;1915.,1915,enk,v.3,,The works of Aphra Behn,0.86,445,516,1.0,s,1915,    ,1915
inu.30000006606432,6058462,19948628,,"Behn, Aphra,",London;W. Heinemann;Stratford-on-Avon;A.H. Bullen;1915.,1915,enk,v.4,,The works of Aphra Behn,0.87,395,440,1.0,s,1915,    ,1915
inu.30000028594749,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.91,617,698,0.999,s,1915,    ,1915
inu.30000092056211,9048937,41260179,,"Harris, Edward M.",Philadelphia;Penn Pub. Co.;1915.,1915,pau,,"Drama, American",Thompson of the 'varsity;,0.85,54,64,1.0,s,1915,    ,1915
inu.30000131734901,11822534,1743017,,"Duhamel, Georges,",Boston;R.G. Badger;c1915.,1915,mau,,"Best, Sasha",The combat,0.68,89,128,0.999,s,1915,    ,1915
inu.32000000104424,6058462,19948628,,"Behn, Aphra,",London;W. Heinemann;Stratford-on-Avon;A.H. Bullen;1915.,1915,enk,v.1,,The works of Aphra Behn,0.81,397,536,1.0,s,1915,    ,1915
inu.32000000959686,8560884,30906950,,"Andreyev, Leonid,",New York;C. Scribner's Sons;1915.,1915,nyu,,,Plays,0.77,166,254,0.981,s,1915,    ,1915
inu.32000003245281,6056930,5390945,,"Shakespeare, William,","London;New York [etc.;H. Milford, Oxford University Press;1915.",1915,enk,,,The histories and poems of Shakespeare,0.8,869,1232,0.998,s,1915,    ,1915
loc.ark+=13960=t04x6500p,784210,5638518,PS3507.E544L5 1915,"Denison, Emily Herey.","Boston;The Gorham press; [etc., etc.;1915",1915,mau,,,The little mother of the slums,0.81,119,144,1.0,s,1915,    ,1915
loc.ark+=13960=t06w9xb6k,9603259,,PS1677.C45 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,,,The city;,0.88,185,204,0.999,s,1915,    ,1915
loc.ark+=13960=t06x06p69,11203225,,PS3505.A728C5 1915,"Carpenter, Edward Childs,",New York;Printed by Tower bros. stationery co.;c1915,1915,nyu,,,The Cinderella-man;,0.88,96,104,1.0,s,1915,    ,1915
loc.ark+=13960=t09w13b33,8921617,6035184,PS3537.W365H4 1915,"Swan, Mark.","New York;S. French; [etc., etc.;c1915.",1915,nyu,,,Her own money;,0.88,92,106,0.998,s,1915,    ,1915
loc.ark+=13960=t0bv84v9r,9593657,3900904,PS3507.O7323N4 1915,"Doran, Marie.","New York;S. French;London;S. French, ltd.;c1915.",1915,nyu,,,The new co-ed,0.88,91,100,1.0,s,1915,    ,1915
loc.ark+=13960=t0ft9291v,9581625,,PS635.Z9B898,"Bugbee, Willis N. [from old catalog]","Syracuse, N.Y.;Willis N. Bugbee;c1915.",1915,nyu,,,Closing day at Beanville School,0.66,13,20,0.997,s,1915,    ,1915
loc.ark+=13960=t0sq9sc5f,11205647,5034615,PS3515.A575H4 1915,"Hare, Walter Ben,",Boston;W.H. Baker & co.;1915.,1915,xx ,,,The heiress hunters,0.84,59,72,1.0,s,1915,    ,1915
loc.ark+=13960=t0xp7nd5c,8921590,6035147,PS635.Z9S973,"Swan, Mark.","New York;S. French; [etc., etc.;c1915.",1915,nyu,,,Brown's in town,0.88,90,100,1.0,s,1915,    ,1915
loc.ark+=13960=t10p1zw7z,11208054,,PS635.Z9C19,"Campbell, Robert. [from old catalog]","Franklin, Ohio;Eldridge Enterainment House;c1915.",1915,ilu,,,The mascot,0.76,17,24,1.0,s,1915,    ,1915
loc.ark+=13960=t11n8jw07,9568901,,PS635.Z9M1143,"Macauley, Ward. [from old catalog]",Philadelphia;Penn Pub. Co.;1915.,1915,pau,,,The country editor,0.68,48,56,1.0,s,1915,    ,1915
loc.ark+=13960=t11n8kg7n,9589200,,PS635.Z9B1434,"Bagg, Helen F. [from old catalog]",Philadelphia;Penn Pub. Co.;1915.,1915,pau,,,Looking for Mary Jane,0.83,84,96,0.999,s,1915,    ,1915
loc.ark+=13960=t17m0sg26,1373023,1036813,PR4827T5 1915,"Jones, Henry Arthur,",New York;G.H. Doran;c1915.,1915,nyu,,,The theatre of ideas,0.69,72,186,1.0,s,1915,    ,1915
loc.ark+=13960=t19k5026d,9559875,21745896,PS3515.A575S4 1915,"Hare, Walter Ben,",Chicago;T.S. Denison & Co.;c1915.,1915,ilu,,,Sewing for the heathen,0.84,19,24,1.0,s,1915,    ,1915
loc.ark+=13960=t1dj62989,9585056,,PS635.Z9J58,"Jewell, Elizabeth S. [from old catalog]","Grand Rapids, Mich.;c1915",1915,miu,,,Through the secret briars,0.85,57,68,0.997,s,1915,    ,1915
loc.ark+=13960=t1gh9zv94,9567240,,PS635.Z9P249,"Painton, Edith Palmer. [from old catalog]","Franklin, Ohio;Eldridge Entertainment House;c1915.",1915,ohu,,,A mere man,0.78,22,28,0.999,s,1915,    ,1915
loc.ark+=13960=t1jh41w6p,9566718,,PS635.Z9W425,"Weir, F. Roney.[from old catalog]",Philadelphia;The Penn publishing company;1915.,1915,pau,,,Busher's girl;,0.74,41,52,1.0,s,1915,    ,1915
loc.ark+=13960=t1kh12n45,9611426,,PS635.Z9S673,"Snook, Lee Owen. [old catalog heading]","Franklin, Ohio;Eldridge Entertainment House;c1915.",1915,ohu,,,The house across the way,0.79,35,44,1.0,s,1915,    ,1915
loc.ark+=13960=t1mg8383s,9581495,,PS3503.R53O6 1915,"Bridgham, Gladys Ruth. [from old catalog]",Boston;W. H. Baker & co.;1915.,1915,mau,,,On the quiet,0.82,28,36,1.0,s,1915,    ,1915
loc.ark+=13960=t1pg2bv3n,9565181,,PS635.Z9Y25,"Yale, Elsie Duncan. [from old catalog]","Franklin, O.;c1915.",1915,ohu,,,The two Christmas boxes,0.75,20,30,0.999,s,1915,    ,1915
loc.ark+=13960=t1sf3818f,9574227,,PS635.Z9B915,"Bugbee, Willis N. [from old catalog]","Syracuse, N.Y.;Willis N. Bugbee;c1915.",1915,nyu,,,Uncle Si and the Sunbeam Club,0.69,17,24,1.0,s,1915,    ,1915
loc.ark+=13960=t1vd7r37f,11204650,,PS635.Z9C453,"Chase, James Richard. [from old catalog]",Boston;1915,1915,mau,,,The fate of Mr. Brady,0.85,45,52,1.0,s,1915,    ,1915
loc.ark+=13960=t1wd4c90c,9604279,3163310,PS3537.H858D3 1915,"Shipman, Louis Evan,",New York;S. French; [etc.;c1915.,1915,nyu,,,D'Arcy of the guards;,0.87,74,88,0.999,s,1915,    ,1915
loc.ark+=13960=t1xd1c30v,321124,1495310,PS3545.E67W3 1915,"Wentworth, Marion Jean (Craig)",New York;The Century co.;1915.,1915,nyu,,"World War, 1914-1918;Drama",War brides;,0.81,74,96,0.993,s,1915,    ,1915
loc.ark+=13960=t20c5f88v,9569590,,PS635.Z9N5485,"Newton, Harry L. [from old catalog]",Chicago;T. S. Denison & Co.;c1915.,1915,ilu,,,All on account of Polly,0.86,73,78,1.0,s,1915,    ,1915
loc.ark+=13960=t24b3js60,6561556,6619546,PS3505.L388P3 1915,"Clarke, Dwight Lancelot,","San Francisco, Calif.;Philopolis Press;1915.",1915,cau,,,The passing of Pan;,0.79,69,88,0.998,s,1915,    ,1915
loc.ark+=13960=t24b3kn4n,9594425,,PS635.Z9D425,"Denton, Harvey R. [from old catalog]",Chicago;T. S. Denison & Co.;c1915.,1915,ilu,,,Who's crazy now?,0.81,30,36,1.0,s,1915,    ,1915
loc.ark+=13960=t28923z6c,9775609,857503,PR5182.B6 1915a,"Pinero, Arthur Wing,","Boston;W. H. Baker & co.; [etc., etc.;1915.",1915,mau,,,The big drum,0.88,217,236,1.0,s,1915,    ,1915
loc.ark+=13960=t2p56g57z,11212362,,PR4670.A37O8,"Owen, Franklin Sanborn,",Boston;W. H. Baker & co.;1915.,1915,mau,,Fathers and daughters;Drama;Foundlings;England;Weavers;Adopted children,Silas Marner;,0.77,32,36,1.0,s,1915,    ,1915
loc.ark+=13960=t2r503v9p,9600872,,PS635.Z9S2135,"Sander, Harold. [old catalog heading]",New York;Dick & Fitzgerald;c1915.,1915,nyu,,,Lovebird's matrimonial agency,0.8,18,24,0.999,s,1915,    ,1915
loc.ark+=13960=t2v41cd18,9573355,,PS3513.U88B4 1915,"Guthrie, William Norman,",Manhattan;The Petrus Stuyvesandt book guild;c1915,1915,ksu,,,Beyond disillusion;,0.85,115,136,0.999,s,1915,    ,1915
loc.ark+=13960=t2z32p73p,11207947,2688207,PS3505.R895M3 1915,"Crothers, Rachel,",Boston;R. G. Badger;c1915,1915,mau,,,A man's world;,0.85,106,124,0.997,s,1915,    ,1915
loc.ark+=13960=t3029rk7t,11204616,,PS635.Z9P812,"Postgate, John W. [from old catalog]",Bost.;1915.,1915,xx ,,,Falstaff in rebellion,0.87,48,52,1.0,s,1915,    ,1915
loc.ark+=13960=t3320tt3c,11205276,1491089,PR6025.A77G6 1915,"Masefield, John,",New York;Macmillan co.;1915.,1915,xx ,,,Good Friday;,0.77,52,76,0.997,s,1915,    ,1915
loc.ark+=13960=t3514gd9j,9609132,,PS3527.O645M3 1915,"Norton, Franklin Pierce,","New York, N.Y.;The Schulte press;1915",1915,nyu,,"1469-1527;IsBiographical;Drama;Machiavelli, NiccolÃÂ²",Machiavelli,0.82,43,52,0.986,s,1915,    ,1915
loc.ark+=13960=t38056z3g,9580782,,E99.D1B4,"Beede, A. McG.","Bismarck, N.D.;Bismarck Tribune Company;1915",1915,ndu,,Dakota Indians;Drama;Indians of North America,Heart-in-the-Lodge,0.78,53,74,0.999,s,1915,    ,1915
loc.ark+=13960=t3bz6pp1c,9587710,,PS1677.L6 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,,,Lovers' lane;,0.86,180,206,1.0,s,1915,    ,1915
loc.ark+=13960=t3dz0v01t,209595,13985182,PR6023.E15Q2 1915,"Leacock, Stephen,","New York;S. French; [etc., etc.;c1915.",1915,nyu,,,"""Q"";",0.8,19,28,1.0,s,1915,    ,1915
loc.ark+=13960=t3dz0x79n,9599202,,PS3527.O645S5 1915,"Norton, Franklin Pierce,",New York;The Schulte press;1915.,1915,nyu,,,Six dramas of American romance and history,0.88,203,226,1.0,s,1915,    ,1915
loc.ark+=13960=t3qv4f49s,248298,10541378,PS3521.R23D6 1915,"Kraemer, Otto J.","Boston;The Gorham press; [etc., etc.;1915",1915,mau,,,Dollars and sense;,0.84,99,122,1.0,s,1915,    ,1915
loc.ark+=13960=t3rv1185v,9557789,,PS635.Z9K393,"Kelley, Jessie A. [old catalog heading]",New York;Samuel French;c1915.,1915,nyu,,,A photographer's troubles,0.81,22,28,0.999,s,1915,    ,1915
loc.ark+=13960=t3tt5491d,9571574,,PS635.Z9D643,"Dodd, Nellie C. [from old catalog]",New York;Missionary Education Movement of the United States and Canada;c1915.,1915,nyu,,,Broken chains,0.73,18,28,1.0,s,1915,    ,1915
loc.ark+=13960=t41r7kf47,785026,5046778,PS1103.B75J8 1915,"Block, Louis James,","Boston;The Gorham press; [etc., etc.;c1915",1915,mau,,,The judge;,0.85,117,136,1.0,s,1915,    ,1915
loc.ark+=13960=t46q2f112,9590985,5185723,PS3521.I255U6 1915,"Kidder, Augusta Raymond,","New York;S. French;London;S. French, ltd.;c1915.",1915,nyu,,,Uncle Sam's daughters and what they have done,0.7,15,24,1.0,s,1915,    ,1915
loc.ark+=13960=t46q2fb6h,9596426,,PS635.Z9P255,"Palmer, Anne M. [from old catalog]",New York;Tullar Meredith Co.;c1915.,1915,nyu,,,At the depot,0.7,11,20,1.0,s,1915,    ,1915
loc.ark+=13960=t48p6j05k,9577471,,PS635.Z9H4,"Hawkridge, Winifred. [from old catalog]",Boston;Walter H. Baker Co.;c1915.,1915,mau,,,The florist shop,0.8,29,36,0.999,s,1915,    ,1915
loc.ark+=13960=t49p3wx8f,11210508,34838955,PS3505.U93P6 1915,"Cushing, Catherine Chisholm.",New York;Klaw & Erlanger;1915.,1915,nyu,,,"Pollyanna, the glad girl;",0.87,173,190,1.0,s,1915,    ,1915
loc.ark+=13960=t4gm8q855,9564333,,PS635.Z9C9165,"Cureton, Elva Sawyer. [from old catalog]",Boston;Walter H. Baker & Co.;1915.,1915,mau,,,Calico land,0.81,23,28,1.0,s,1915,    ,1915
loc.ark+=13960=t4gm8vx6t,9559878,,PS3519.A74T5 1915,"Janney, Sam,",Boston;W. H. Baker & co.;1915.,1915,mau,,,This is so sudden!,0.79,16,20,1.0,s,1915,    ,1915
loc.ark+=13960=t4kk9zr0w,9576265,,PS635.Z9W757,"Wilson, Elizabeth. [from old catalog]","Franklin, O.;c1915.",1915,ohu,,,The spy,0.84,36,40,1.0,s,1915,    ,1915
loc.ark+=13960=t4rj4xq29,9606275,,PS635.Z9T128,"Tag, Ralph W. [old catalog heading]",New York;Dick & Fitzgerald;c1915.,1915,nyu,,,A transaction in stocks,0.77,23,32,1.0,s,1915,    ,1915
loc.ark+=13960=t4th9076z,9586947,29748213,PS3511.U86D3 1915,"Furniss, Grace Livingston.","New York;S. French; [etc., etc.;c1915.",1915,nyu,,,A Dakota widow;,0.86,19,24,1.0,s,1915,    ,1915
loc.ark+=13960=t4th9c99v,6532281,8360139,PS3507.A667M4 1915,"Davidson, Gustav,","Boston;The Poet Lore Company; [etc., etc.;c1915",1915,mau,,,Melmoth,0.87,171,200,1.0,s,1915,    ,1915
loc.ark+=13960=t4vh61010,9567437,20139994,PS3521.A86M3 1915,"Kavanaugh, Katharine,",Chicago;T.S. Denison & Company;1915,1915,ilu,,,The man who came back,0.75,12,20,1.0,s,1915,    ,1915
loc.ark+=13960=t4vh65z35,9594527,17653790,PS3515.A575P6 1915,"Hare, Walter Ben,",Chicago;T.S. Denison;c1915.,1915,ilu,,,A Poor married man ;,0.88,61,68,1.0,s,1915,    ,1915
loc.ark+=13960=t4xh06d5q,9583135,,PS3513.A24B5 1915,"Gaffney, Thomas J. [from old catalog]","Boston;The Gorham press; [etc., etc.;c1915",1915,mau,,,Birds of a feather;,0.86,105,120,1.0,s,1915,    ,1915
loc.ark+=13960=t52f8mn5p,9775608,1706267,PR5172.A8 1915a,"Phillips, Stephen,",New York;John Lane company;1915.,1915,nyu,,"World War, 1914-1918;Drama",Armageddon;,0.72,63,104,0.999,s,1915,    ,1915
loc.ark+=13960=t55d98x6k,6561616,14258957,PS635.Z9W555,"Wheat, Carl I.","Pomona, Cal.;King printing company;c1915",1915,cau,,,The gods are good;,0.78,57,80,1.0,s,1915,    ,1915
loc.ark+=13960=t56d6gx3s,9565770,,PS3501.R568N3 1915,"Armstrong, Louise Van Voorhis.",Chicago;Press of Stovel-Stevens company;c1915,1915,ilu,,,Naiya-Janam,0.67,37,68,1.0,s,1915,    ,1915
loc.ark+=13960=t57d35d8x,9582083,20106875,F349.C7G15,"Gaither, Frances O. Jones.",Columbus? Miss.;c1915.,1915,msu,,History;Columbus (Miss.);Pageants,The pageant of Columbus within a masque of I.I. & C.;,0.69,44,72,0.998,s,1915,    ,1915
loc.ark+=13960=t57d3bq05,9571399,,PS3503.A5587S5 1915,"Barbee, Lindsey,",Chicago;T. S. Denison & company;1915,1915,ilu,,,Sing a song of seniors,0.76,19,32,0.999,s,1915,    ,1915
loc.ark+=13960=t57d3c38c,9597607,4796029,PS3515.A575C54 1915,"Hare, Walter Ben,",Chicago;T. S. Denison & Company;1915,1915,ilu,,,Civil service,0.87,67,72,1.0,s,1915,    ,1915
loc.ark+=13960=t58d0d093,9576272,,PS3515.A575P3 1915,"Hare, Walter Ben,",Chicago;T. S. Denison & company;1915,1915,ilu,,,Parlor matches,0.88,39,44,1.0,s,1915,    ,1915
loc.ark+=13960=t5fb5mj62,8663528,11039538,PR4454.C4W6 1915,"Clifford, W. K.,",New York;C. Scribner's Sons;1915.,1915,nyu,,,A woman alone,0.9,80,96,0.999,s,1915,    ,1915
loc.ark+=13960=t5gb2mg4c,1358861,355295,,"Ford, John,",Boston and;London;D. C. Heath & co.;c1915,1915,mau,,,"'Tis pity she's a whore, and The broken heart",0.79,253,364,0.999,s,1915,    ,1915
loc.ark+=13960=t5gb2r184,120770,6775301,PS3537.T15Z7 1915,"Stahl, Clarence Victor,",New York;The Neale publishing company;1915.,1915,nyu,,,Zorabella;,0.86,73,88,1.0,s,1915,    ,1915
loc.ark+=13960=t5h99qb4f,9590406,,PR6037.W4D6 1915,"Swears, Herbert.",New York;S. French;c1915.,1915,nyu,,,"""Dog days""",0.81,24,36,1.0,s,1915,    ,1915
loc.ark+=13960=t5h99sw0h,9567136,,PS635.Z9P3565,"Payne, F. Ursula. [from old catalog]",N.Y.;c1915.,1915,nyu,,,Winning an heiress,0.84,33,40,0.999,s,1915,    ,1915
loc.ark+=13960=t5j96n481,9586043,,PS635.Z9S448,"See, Anna Phillips. [from old catalog]",Boston;Walter H. Baker & Co.;1915.,1915,mau,,,Love and tea,0.77,21,28,1.0,s,1915,    ,1915
loc.ark+=13960=t5m90ps3w,9569205,,PS3503.R53M6 1915,"Bridgham, Gladys Ruth. [from old catalog]",Boston;W. H. Baker & co.;1915.,1915,mau,,,A modern Cinderella,0.81,29,36,1.0,s,1915,    ,1915
loc.ark+=13960=t5m913z20,11212049,,PR3682.S3 1915,"Sheridan, Richard Brinsley,",Boston;W. H. Baker & co.;1915.,1915,mau,,,The school for scandal;,0.86,85,100,1.0,s,1915,    ,1915
loc.ark+=13960=t5q81tf12,9585651,,PS635.Z9H6995,"Hogg, Cyril Wentworth. [old catalog heading]",New York;Samuel French;c1915.,1915,nyu,,,The story of Corporal Bell,0.68,17,28,0.999,s,1915,    ,1915
loc.ark+=13960=t5r78t551,9601370,,PS635.Z9K515,"Keys, Lucy Stearns. [old catalog heading]",New York;Dick & Fitzgerald;c1915.,1915,nyu,,,Up-to-date Anne,0.83,21,24,1.0,s,1915,    ,1915
loc.ark+=13960=t6155885p,9593121,,PS635.Z9N4,"Nelson, A. D.","Franklin, Ohio;c1915.",1915,ohu,,,The fairy and the witch,0.69,9,20,0.998,s,1915,    ,1915
loc.ark+=13960=t6252hm4r,11212820,,PS3531.A28S7 1915,"Painton, Edith F. A. U.,",Chicago;T. S. Denison & company;1915,1915,ilu,,,Star bright,0.86,81,88,1.0,s,1915,    ,1915
loc.ark+=13960=t6446bx9x,9589649,,PS635.Z9N5633,"Newton, Harvey L. [from old catalog]",Chicago;c1915,1915,ilu,,,Good mornin' judge,0.78,19,24,1.0,s,1915,    ,1915
loc.ark+=13960=t6640jk3c,9571871,,SB211.P8D5,"Dickoré, Marie Paula. [from old catalog]",Madison? Wis.;c1915.,1915,wiu,,,"Learning to eat potatoes, in 3 scenes",0.71,15,20,0.999,s,1915,    ,1915
loc.ark+=13960=t6h13k882,1373019,1721260,PR4827.L6 1915,"Jones, Henry Arthur,",New York;George H. Doran company;c1915,1915,nyu,,,The lie;,0.88,106,122,0.999,s,1915,    ,1915
loc.ark+=13960=t6j10jw20,9570631,,PS635.Z9C5617,"Clokey, Belle Brown. [from old catalog]",New York;Missionary Education Movement of the United States and Canada;c1914.,1915,nyu,,,Granny of the hills,0.79,20,26,0.999,s,1915,    ,1914
loc.ark+=13960=t6m05166x,11208704,,PS635.Z9S629,"Slater, Joseph H. [from old catalog]",N.Y;c1915.,1915,xx ,,,Mr. Rich from Richmond,0.86,31,36,1.0,s,1915,    ,1915
loc.ark+=13960=t6sx6rr9g,9578361,,PS635.Z9K392,"Kelley, Jessie A. [from old catalog]",Boston;Walter H. Baker & Co.;1915.,1915,mau,,,Fun on the Bingville Branch,0.7,28,38,1.0,s,1915,    ,1915
loc.ark+=13960=t6vx0zc5f,9606838,,PS3521.N45S5 1915,"Knevels, Gertrude,",New York;The Camp fire outfitting co.;c1915,1915,nyu,,Children's plays,Skyboy,0.74,9,16,1.0,s,1915,    ,1915
loc.ark+=13960=t71v6011v,9564757,,PS3503.A5587T7 1915,"Barbee, Lindsey,",Chicago;T. S. Denison & company;1915,1915,ilu,,,A trial of hearts,0.89,79,84,1.0,s,1915,    ,1915
loc.ark+=13960=t71v6dg9h,11207866,,PR2823.A2W6,"Shakespeare, William,",Boston;W. H. Baker & co.;1915.,1915,mau,,active 11th century;Regicides;Macbeth;Scotland;Drama;King of Scotland,Macbeth;,0.88,65,72,1.0,s,1915,    ,1915
loc.ark+=13960=t71v6dv60,11213393,,PS635.Z9H13,"Hadley, Marvin. [old catalog heading]",New York;Dick & Fitzgerald;c1915.,1915,nyu,,,Till three p.m,0.67,11,16,1.0,s,1915,    ,1915
